set,indice
train,52583
train,37197
train,26653
train,52274
train,57056
train,7771
train,13938
train,27770
train,82
train,59401
train,5439
train,41268
train,17090
train,8542
train,5366
train,13474
train,47913
train,3083
train,13178
train,45535
train,16080
train,10825
train,54831
train,55455
train,55537
train,2245
train,20648
train,27347
train,21827
train,24284
train,48838
train,37296
train,7678
train,46224
train,55992
train,49646
train,19620
train,27281
train,55525
train,16722
train,38819
train,54058
train,4386
train,56671
train,48693
train,10432
train,30103
train,9833
train,3299
train,51046
train,43993
train,56592
train,21386
train,6349
train,25656
train,58158
train,50683
train,61037
train,1666
train,51223
train,56447
train,21172
train,8956
train,54273
train,45992
train,16554
train,13103
train,26028
train,1117
train,53227
train,8127
train,59302
train,42319
train,14623
train,50530
train,23189
train,43924
train,26873
train,50587
train,8958
train,47442
train,10492
train,34581
train,25905
train,542
train,23295
train,57580
train,20729
train,6097
train,13942
train,51184
train,30326
train,13534
train,46836
train,14592
train,43339
train,25892
train,12092
train,4664
train,41364
train,12106
train,51519
train,17176
train,11573
train,29316
train,20840
train,35493
train,52664
train,12825
train,10952
train,43875
train,13528
train,60048
train,12374
train,12755
train,50041
train,5078
train,57129
train,59932
train,2992
train,18858
train,21408
train,5603
train,54062
train,12476
train,2139
train,1776
train,34677
train,43291
train,17477
train,46908
train,2543
train,32052
train,35861
train,373
train,21138
train,47283
train,38790
train,51348
train,38777
train,3093
train,40551
train,3555
train,12503
train,41318
train,12144
train,11456
train,34316
train,812
train,9562
train,30366
train,11193
train,40299
train,48139
train,37001
train,34717
train,29806
train,49916
train,26937
train,3844
train,1524
train,52122
train,45922
train,59498
train,31165
train,39470
train,50370
train,17446
train,7775
train,8053
train,43386
train,51474
train,57427
train,55392
train,61405
train,10830
train,27396
train,57258
train,10761
train,37194
train,46319
train,61965
train,41170
train,8176
train,56750
train,16133
train,7848
train,54178
train,42790
train,28712
train,42081
train,18381
train,3297
train,45273
train,35443
train,43576
train,19017
train,26069
train,2023
train,44660
train,33875
train,27862
train,27906
train,32077
train,7756
train,12086
train,52737
train,43607
train,38632
train,39222
train,22944
train,61731
train,61689
train,27891
train,33709
train,45075
train,4176
train,52198
train,52233
train,20069
train,4956
train,47125
train,61408
train,37324
train,20916
train,9498
train,58700
train,43480
train,34892
train,40965
train,20181
train,59265
train,25567
train,31383
train,40789
train,56076
train,55829
train,4782
train,58777
train,57088
train,49959
train,55561
train,46798
train,60105
train,43345
train,10933
train,55019
train,14877
train,39811
train,47933
train,13023
train,26038
train,7926
train,61835
train,54882
train,34690
train,41984
train,59052
train,19165
train,7140
train,15532
train,12773
train,4019
train,61877
train,40050
train,52182
train,27536
train,25662
train,59048
train,8250
train,2588
train,16821
train,54971
train,20045
train,7753
train,11075
train,37628
train,5581
train,49194
train,35155
train,31116
train,45915
train,30210
train,18332
train,18525
train,32095
train,20824
train,61631
train,62131
train,27649
train,13544
train,2882
train,39502
train,28997
train,9535
train,43197
train,41740
train,2890
train,60126
train,7648
train,25772
train,6751
train,22803
train,45286
train,10872
train,25956
train,56142
train,49482
train,39076
train,34070
train,30043
train,14032
train,48514
train,20482
train,28273
train,46667
train,36543
train,9954
train,47828
train,44371
train,24489
train,43055
train,30566
train,22434
train,29133
train,11738
train,21983
train,21865
train,34985
train,13010
train,16421
train,27188
train,30273
train,1881
train,20971
train,21059
train,47564
train,51918
train,26313
train,10266
train,11058
train,56246
train,21447
train,36835
train,39592
train,56251
train,12985
train,49546
train,55076
train,18700
train,13794
train,6801
train,30634
train,22878
train,21802
train,12557
train,57306
train,1688
train,17405
train,41335
train,20833
train,13647
train,23130
train,31071
train,33016
train,12371
train,10927
train,3183
train,20102
train,45444
train,55417
train,17543
train,10476
train,791
train,2333
train,24485
train,10637
train,58099
train,18646
train,29158
train,21016
train,57096
train,32631
train,15892
train,48886
train,31849
train,27679
train,35578
train,795
train,54319
train,51071
train,25775
train,25753
train,15673
train,55494
train,53553
train,36577
train,515
train,39762
train,51087
train,44641
train,50283
train,22847
train,13185
train,12076
train,14003
train,28761
train,34800
train,51638
train,47610
train,32093
train,58786
train,49061
train,33705
train,30982
train,13162
train,5312
train,52062
train,40
train,17157
train,7765
train,43907
train,9035
train,50399
train,27095
train,15832
train,24516
train,31995
train,13887
train,7785
train,11634
train,25194
train,35244
train,15624
train,44397
train,61108
train,9832
train,20082
train,7986
train,50648
train,52819
train,30931
train,56944
train,49151
train,2741
train,15216
train,38847
train,58190
train,37734
train,16846
train,60776
train,5183
train,36544
train,12174
train,8040
train,60961
train,31621
train,53854
train,20460
train,1833
train,19404
train,38297
train,16003
train,52202
train,58011
train,52879
train,39434
train,6691
train,1546
train,31299
train,28257
train,43587
train,54867
train,25000
train,28796
train,13208
train,57259
train,31283
train,22612
train,10891
train,46399
train,7180
train,12149
train,7502
train,47706
train,24609
train,56626
train,56678
train,15936
train,26841
train,54439
train,11887
train,44203
train,7911
train,60214
train,47810
train,47374
train,35782
train,58608
train,12190
train,26001
train,18214
train,5539
train,17260
train,25973
train,48890
train,50319
train,40311
train,39573
train,4834
train,170
train,25925
train,33937
train,6196
train,20477
train,26072
train,51900
train,54781
train,53531
train,54215
train,24285
train,52882
train,25584
train,56692
train,31958
train,62050
train,15839
train,39518
train,44936
train,10071
train,50485
train,9730
train,18208
train,59293
train,57230
train,40269
train,3372
train,46914
train,56206
train,57225
train,29098
train,35617
train,26125
train,11773
train,7158
train,36792
train,56123
train,28882
train,14934
train,23703
train,60980
train,52874
train,12235
train,60340
train,46597
train,14537
train,36070
train,58140
train,9440
train,52853
train,13935
train,56605
train,54300
train,30434
train,53327
train,47740
train,53093
train,39650
train,39698
train,51026
train,29395
train,11715
train,25092
train,6514
train,35331
train,8582
train,51947
train,33176
train,30554
train,25710
train,41450
train,49031
train,33078
train,2397
train,4722
train,59601
train,54321
train,50737
train,293
train,28707
train,38416
train,23083
train,15582
train,47574
train,39806
train,22692
train,48413
train,19604
train,10972
train,55533
train,9570
train,57667
train,9907
train,57501
train,9358
train,8364
train,40849
train,49229
train,39277
train,59037
train,42019
train,1641
train,24913
train,2213
train,21927
train,57922
train,43426
train,57136
train,61002
train,27989
train,54877
train,28145
train,14309
train,47353
train,61062
train,15668
train,40601
train,15051
train,61454
train,58774
train,11656
train,11512
train,61569
train,30104
train,35807
train,39371
train,54859
train,4706
train,17403
train,44144
train,2639
train,11145
train,18777
train,9053
train,26809
train,26915
train,42267
train,61500
train,18149
train,13730
train,41650
train,57178
train,30281
train,47936
train,53425
train,61250
train,44505
train,40270
train,61016
train,7960
train,25329
train,23679
train,51543
train,44172
train,50180
train,30390
train,52589
train,24357
train,28898
train,20621
train,10879
train,17192
train,5926
train,10129
train,38086
train,42041
train,18862
train,50535
train,17038
train,25949
train,56259
train,59917
train,4805
train,14389
train,49392
train,37091
train,9921
train,27666
train,31414
train,52680
train,52459
train,8748
train,51468
train,52721
train,13900
train,22516
train,61406
train,6040
train,43999
train,30189
train,42238
